gene.name,SGDID,GeneSymbol,GeneLength,BiologicalProcess,MolecularFunction,CellularComponent,essentiality,Degree40,Closeness40,Cluster.coeff40,color40,Degree50,Closeness50,Cluster.coeff50,color50,Degree65,Closeness65,Cluster.coeff65,color65,Degree70,Closeness70,Cluster.coeff70,Degree85,Closeness85,Cluster.coeff85,color85,Degree90,Closeness90,Cluster.coeff90,color90,Betweenness85,cln3.1,clb2.1,alpha0,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha98,alpha105,alpha112,alpha119,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_120,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390
YDL029W,S000002187,ARP2,1299,actin filament organization,structural constituent of cytoskeleton,mitochondrion,1,622,0.5192832,0.08392231,grey,144,0.4271523,0.069347319,grey,6,0.2241337,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.15,-1.64,-0.03,0.55,0.32,0.24,0.15,-0.62,-0.17,0.03,-0.42,0.42,-0.05,-0.12,-0.12,0.16,-0.11,-0.32,-0.57,-0.35,-0.38,-0.46,-0.77,-0.13,0.03,-0.07,-0.06,0.38,0.43,NA,0.65,0.07,NA,0.22,-0.27,-0.36,-0.33,0.26,-0.14,-0.1,-0.09,-0.03,0.13,-0.01
YDL030W,S000002188,PRP9,1593,nuclear mRNA splicing via spliceosome,RNA binding,snRNP U2,1,638,0.5191484,0.09675546,red,140,0.4244322,0.096711202,pink,2,0.1711154,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,-0.6,-0.5,-0.1,-0.29,-0.14,0.17,-0.14,-0.14,0.26,0.11,0.24,0.05,0.23,-0.31,0.27,0.02,0.32,-0.3,0.39,-0.01,-0.12,-0.11,0.36,0.21,0.25,0.1,-0.5,-0.42,0.11,-0.14,0.29,0.27,0.44,0.02,-0.01,0.15,-0.3,-0.07,-0.38,0.19,-0.12,-0.6,0.25
YDL031W,S000002189,DBP10,2988,35S primary transcript processing,ATP-dependent RNA helicase activity,nucleolus,1,1348,0.5456406,0.11508374,turquoise,590,0.4695315,0.117907398,turquoise,56,0.2872551,0.116233766,turquoise,24,0.2397389,0.11231884,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,-0.51,-0.13,-0.51,-0.35,0,-0.16,NA,-0.08,0.49,0.04,0.76,0.07,-0.18,0.16,0.5,-0.15,-0.1,NA,0.73,0.8,-0.23,-0.41,0.07,0.53,-0.25,-0.34,0.73,-0.34,-0.45,-0.54,-0.31,NA,0.51,0.47,0.44,0.08,0.26,-0.27,0.09,-0.22,-0.33,-0.1,-0.07
YDL032W,NA,NA,NA,NA,NA,NA,0,352,0.509297,0.06311513,red,80,0.3982274,0.056329114,grey,8,0.2064288,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,-0.81,-0.41,-0.22,-0.28,-0.04,0.28,-0.24,0.1,0.41,-0.04,0.16,0.03,0.14,-0.22,0.26,-0.04,0.16,0.09,0.04,-0.26,-0.23,0.29,0.29,0.12,0.01,-0.14,-0.6,0.01,0.29,-0.24,0.3,0.11,NA,-0.23,-0.21,0.15,0.17,-0.02,0.05,-0.02,-0.24,-0.07,0.26
YDL033C,S000002191,MTO2,1254,NA,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity,mitochondrion,0,212,0.4973262,0.06943575,grey,52,0.366343,0.045248869,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,-0.92,0.11,0.08,-0.3,0.27,0.16,-0.1,-0.05,0.25,-0.18,0.35,-0.4,-0.08,-0.08,0.46,-0.18,NA,0.52,-0.23,-0.19,0.08,0.44,0.05,-0.23,-0.15,-0.15,-0.07,-0.16,0.03,-0.23,-0.37,NA,0.41,0.11,0.13,0.02,0.56,-0.23,0.17,-0.29,-0.25,-0.11,0.08
YDL034W,NA,NA,NA,NA,NA,NA,0,824,0.5259766,0.10605587,turquoise,206,0.4377189,0.092493488,turquoise,6,0.2628638,0.133333333,grey,2,0.2138749,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,-0.01,-0.33,0.21,0.01,-0.24,-0.27,-0.48,0.05,0.15,0.17,0.42,0.03,-0.09,-0.17,0.38,0.11,0.07,0.08,-0.71,-0.41,0.14,0.26,-0.22,0.26,0.36,0.2,0.02,-0.47,0.82,0.62,0.71,0.25,-0.21,-0.4,-0.28,-0.21,0,-0.09,-0.14,-0.37,-0.25,0.19,0.17
YDL035C,S000002193,GPR1,2886,pseudohyphal growth,G-protein coupled receptor activity,plasma membrane,0,92,0.4799568,0.06736742,grey,10,0.342058,0.022222222,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-0.25,-0.39,0.19,0.17,-0.08,-0.37,-0.25,NA,-0.42,-0.11,-0.2,-0.11,-0.6,0.09,0.31,-0.32,0.47,0.38,-0.68,0.13,0.4,0.21,-0.02,-0.4,-0.06,-0.02,0.51,-0.06,0.24,0.42,-0.05,0.05,0.02,0,0.17,0.31,-0.08,-0.21,0.19,-0.23,0.2,-0.53,-0.25
YDL036C,S000002194,NA,1389,NA,NA,cytoplasm,0,634,0.5180052,0.10751466,turquoise,196,0.4276091,0.125013082,yellow,8,0.2454262,0.035714286,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.81,0.15,0.06,0.28,0.3,-0.56,0.44,-0.61,0.22,-0.04,0.2,0.17,-0.23,-0.36,-0.37,0.17,0.27,-0.05,0.36,0.01,0,0.1,0,-0.07,-0.1,0.22,0.15,0.01,-0.09,-0.09,0.53,0.01,0.07,0.13,0.23,0.22,-0.06,-0.02,-0.26,-0.2,-0.13,-0.23,-0.31,0.03
YDL037C,S000002195,BSC1,987,NA,NA,NA,0,1166,0.5388036,0.07224877,blue,470,0.4768093,0.060527151,purple,58,0.2881464,0.034482759,grey,18,0.2335824,0.02614379,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,-0.74,2.38,0.69,-0.26,-0.37,-0.29,0.09,0.03,-0.05,-0.51,-0.47,-0.89,-0.19,-0.7,-0.56,-0.22,-0.03,3,2.72,-0.5,-0.79,-1.63,-0.37,-0.26,0.63,1.13,NA,NA,-0.5,0.24,-0.33,-0.28,-0.04,0.55,0.68,0.2,-0.16,-0.04,0.23,-0.01,-0.45,-0.4,-0.2
YDL038C,S000002196,NA,1752,NA,NA,NA,0,908,0.5292483,0.07933887,blue,330,0.4566111,0.066482454,purple,32,0.279864,0.050403226,grey,8,0.2089467,0.10714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,0.14,2.46,NA,-0.14,-0.23,-0.43,0.39,0.08,0.22,-0.25,-0.35,-0.65,0.04,-0.46,-0.61,-0.56,-0.43,2.67,2.81,-0.66,-0.78,-0.46,0.08,-0.09,0.91,0.83,-0.36,-0.18,-0.66,0.04,-0.06,0.09,-0.28,0.35,0.22,-0.35,0.09,0.15,0.49,0.02,0.14,-0.5,-0.4
YDL039C,S000002197,PRM7,348,conjugation with cellular fusion,NA,integral to membrane,0,948,0.5309347,0.08079924,blue,344,0.4619917,0.068258865,purple,26,0.2729465,0.070769231,grey,8,0.2085907,0.10714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32,-0.86,1.81,0.48,-0.4,-0.04,-0.3,0.05,0.29,0.14,-0.42,-0.01,-1,-0.08,-0.17,-0.36,-0.32,-0.48,2.03,2.41,-0.64,-0.95,-0.37,-0.28,-0.09,0.44,0.53,-0.17,-0.16,-0.76,0.33,-0.2,-0.14,0,0.54,0.09,0.18,-0.06,0,0.06,-0.1,-0.22,-0.18,-0.31
YDL041W,NA,NA,NA,NA,NA,NA,0,844,0.5273638,0.07907327,blue,246,0.4513544,0.070084619,grey,8,0.2503456,0.035714286,grey,6,0.2047529,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,-0.86,0.19,0.33,-0.06,0.42,0.06,0.06,-0.28,0.13,0.02,-0.1,-0.17,0.06,0.03,0.13,-0.02,-0.13,0.37,0.93,0.45,0.29,-0.55,-0.71,0.03,-0.71,-0.07,0.29,0.29,-0.29,-0.37,-0.02,-0.18,0.07,0.43,0.1,0.23,0.03,0,-0.06,-0.04,-0.22,0.03,0.01
YDL043C,S000002201,PRP11,801,spliceosome assembly,RNA binding,snRNP U2,1,468,0.5128896,0.0752942,yellow,100,0.4085198,0.07030303,grey,4,0.2304364,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,-0.22,0.04,0.17,-0.39,0.25,-0.11,0.07,0.04,NA,-0.08,0.69,-0.08,-0.16,-0.03,-0.09,0.01,0.17,-0.04,0.64,0.02,-0.46,-0.54,0,0.32,0.27,0.14,-0.06,0.03,-0.45,0.02,-0.03,0,0.09,0.23,-0.26,-0.07,-0.15,-0.15,0.06,0,0.07,0.16,0.04
YDL045C,S000002203,FAD1,921,FAD biosynthesis,FMN adenylyltransferase activity,cytoplasm,1,494,0.5119048,0.12229513,turquoise,108,0.4064851,0.088958117,red,2,0.1856389,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,-0.23,-0.04,0.36,-0.31,0.41,-0.22,0.09,-0.2,NA,-0.22,0.95,-0.28,0.02,-0.03,-0.11,-0.06,NA,0.6,-0.56,-0.25,-0.04,0.14,-0.22,-0.16,-0.04,0.01,0.13,0.2,0.18,0.36,-0.24,-0.01,-0.24,0.12,-0.33,-0.09,-0.01,0.06,-0.01,-0.05,0.18,0.23,0.01
YDL046W,S000002204,NPC2,522,NA,NA,vacuole (sensu Fungi),0,1616,0.5558799,0.08433391,brown,744,0.4930342,0.07195835,pink,114,0.3176357,0.060860115,grey,40,0.2586495,0.05384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,0.55,-0.23,0.45,0.18,0.36,-0.15,0.34,-0.33,0.22,0.34,0.1,-0.01,0.04,0,-0.36,-0.04,-0.19,-0.34,-0.55,-0.51,-0.56,0.08,-0.22,-0.25,0.06,0.15,0.65,0.41,-0.02,0.11,-0.11,-0.17,-0.6,-0.64,-0.71,-0.39,0.2,0.28,0.45,0.07,0.46,0.71,0.36
YDL048C,S000002206,STP4,1473,NA,NA,cytoplasm,0,1520,0.5522718,0.09143308,grey,618,0.4796689,0.084876713,turquoise,70,0.3198799,0.06873706,black,28,0.2746308,0.08465609,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,0.62,1.19,0.12,-0.06,0.17,-0.18,-0.06,-0.29,-0.23,0.35,-0.13,0.05,-0.2,-0.31,-0.1,0.01,-0.13,0.77,-0.95,-0.8,-0.14,0.53,0.48,0.56,0.77,0.48,-0.35,-0.44,-0.55,2.09,-0.11,0.02,-0.05,-0.05,-0.47,-0.31,-0.02,-0.19,-0.11,-0.38,-0.29,-0.07,-0.07
YDL049C,S000002207,KNH1,807,beta-16 glucan biosynthesis,NA,cell wall (sensu Fungi),0,1018,0.5333422,0.09832649,brown,298,0.4491744,0.099089327,blue,6,0.2437744,0.133333333,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.18,-0.16,0.26,0,-0.22,-0.18,NA,0.22,-0.14,0.45,NA,-0.09,0.11,-0.33,-0.4,-0.44,0.04,0.43,0.4,0.56,0.77,0.34,0.29,-0.19,0.27,0.15,-0.79,-0.18,-0.52,-0.6,0.46,0.08,0.21,0.18,0.05,0.03,-0.04,0.12,0.16,0.16,0.03,-0.38,-0.48
YDL050C,NA,NA,NA,NA,NA,NA,0,1276,0.5424579,0.12702194,turquoise,534,0.4627937,0.131901259,turquoise,68,0.2882152,0.115013169,turquoise,28,0.2443446,0.08994709,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,0.23,-0.23,-0.45,-0.16,-0.21,0.22,-0.54,0.04,0.31,0.33,0.55,-0.04,-0.07,0.03,0.35,0.19,0.13,-0.53,-0.09,0.28,0.06,-0.1,-0.34,0,-0.01,-0.21,0.51,0.03,NA,-0.62,0.55,0.06,-0.03,0.36,0.44,0.1,0.31,-0.2,0.2,-0.01,-0.51,-0.43,-0.2
YDL051W,S000002209,LHP1,828,tRNA processing,RNA binding,nucleus,0,1616,0.555571,0.12733501,turquoise,892,0.4878019,0.126149386,turquoise,192,0.3114092,0.12565445,turquoise,90,0.2614577,0.12459426,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.81,-0.51,-0.05,-0.36,-0.31,-0.31,0.07,-0.19,0.04,0.46,-0.12,0.57,0.09,0.01,0.04,0.3,0.03,0.15,-0.39,0.27,0.34,0.21,0.12,-0.28,0.11,-0.03,-0.12,0.18,0.1,-0.63,-0.67,0.14,0.18,0.18,0.25,0.57,0.29,0.18,0.02,-0.03,0.17,-0.52,-0.54,-0.23
YDL052C,S000002210,SLC1,912,sphingolipid biosynthesis,1-acylglycerol-3-phosphate O-acyltransferase activity,lipid particle,0,294,0.5046694,0.09363609,green,46,0.3837444,0.074396135,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,0.08,-0.5,-0.18,0.06,0.09,0.41,-0.24,0.12,0.09,0.07,0.06,-0.26,0,0.01,0.25,0.29,-0.03,-0.18,-0.21,0.09,0.29,-0.12,-0.08,0.06,-0.06,-0.08,-0.35,0.19,0.04,-0.69,0.1,0.52,-0.69,-0.54,-0.02,0.02,0.45,0.07,0.37,0.18,0.05,0.07,0.11
YDL054C,S000002212,MCH1,1461,transport,transporter activity,membrane,0,124,0.4846098,0.05782848,grey,24,0.3461139,0.043478261,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.19,-0.45,-0.01,0.12,0.13,0.3,-0.28,-0.03,0.04,0,-0.03,-0.17,0,-0.09,0.07,0.18,-0.09,-0.31,-0.16,0.34,0.27,-0.33,0.05,-0.04,-0.33,-0.26,-0.06,-0.14,0.16,-0.32,0.11,1.23,-0.36,-0.71,-0.27,-0.09,0.05,-0.04,0.04,0.19,-0.16,0.05,0.28
YDL055C,S000002213,PSA1,1086,protein amino acid glycosylation,mannose-1-phosphate guanylyltransferase activity,cytoplasm,1,800,0.524459,0.11372028,yellow,352,0.4487208,0.125339938,brown,70,0.3010556,0.169772257,yellow,46,0.2678702,0.1826087,2,0.38095238,0,grey,NA,NA,NA,NA,0.00E+00,1.52,-1.51,-0.73,-0.79,-0.02,0.16,0.44,0.03,0.11,-0.2,-1.26,-0.37,0.03,0.67,0.87,0.95,0.45,0.05,-0.88,-0.14,0.57,0.21,-0.11,-0.34,0.3,-0.55,-0.75,0.26,0.43,-0.18,-0.74,-1.09,-1.27,-0.71,-0.2,0.64,0.59,0.62,0.16,0.35,0.47,0.27,0.44,0.46
YDL056W,S000002214,MBP1,2502,regulation of cell cycle,DNA binding,nucleus,0,402,0.5100115,0.07159961,grey,64,0.3919435,0.057043651,grey,4,0.1883319,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,-0.56,-0.39,-0.46,-0.31,-0.07,0.16,-0.29,0.01,0.22,0.43,0.56,-0.16,-0.33,0.12,0.49,0.07,0.07,-0.16,-0.3,-0.33,0.08,0.32,0.27,0.27,0.03,-0.01,-0.54,-0.24,0.33,0.01,0.48,0.23,-0.25,-0.38,0.05,0,0.12,0.06,0,-0.18,-0.22,0.14,-0.03
YDL057W,S000002215,NA,987,NA,NA,NA,0,820,0.5261842,0.09786771,turquoise,224,0.4408555,0.094130365,purple,28,0.2802538,0.05026455,grey,4,0.2278579,0.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.69,-0.13,-0.03,-0.03,-0.41,0.14,-0.43,0.2,0.28,-0.11,0.12,0.01,0.06,0.17,0.28,0.06,-0.11,1.31,-0.19,-0.43,-0.01,-0.05,-0.28,-0.56,-0.19,-0.24,-0.09,0.24,0.16,0.38,0.19,0.37,0.17,-0.18,-0.15,-0.04,-0.1,-0.06,-0.38,-0.03,-0.29,-0.15,0.26
YDL059C,S000002217,RAD59,717,telomerase-independent telomere maintenance,protein binding,nucleus,0,168,0.4912776,0.06258911,black,26,0.3511591,0.04,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,-0.79,0.01,-0.05,-0.06,-0.24,0.01,-0.02,0.35,0.26,-0.21,0.27,-0.09,-0.13,0.09,0.34,-0.28,0.04,0.48,-0.34,-0.41,0.27,0.73,0.27,-0.64,-0.28,-0.29,-0.19,-0.09,0.24,-0.36,0.35,0.03,0.01,-0.04,0.01,0.08,0.16,-0.04,-0.04,0.08,-0.07,-0.17,-0.02
YDL060W,S000002218,TSR1,2367,rRNA processing,ribonucleoprotein binding,cytoplasm,1,1994,0.5707965,0.12266705,turquoise,1240,0.5066515,0.112951392,turquoise,370,0.3367736,0.109865964,turquoise,166,0.2865503,0.13172691,4,0.16115702,0.16666667,grey,NA,NA,NA,NA,0.00E+00,-0.56,-0.07,0.02,-0.61,-0.39,0.18,0.06,-0.3,0.2,0.36,0.42,0.65,0.02,-0.01,-0.13,0.26,0.12,0.12,-0.3,0.16,0.45,0.16,0.23,-0.01,0.21,0.13,-0.06,-0.01,-0.14,-0.32,-1.59,0.45,0.34,0.3,0.43,0.67,0.22,0.22,-0.21,0.28,-0.05,-0.49,-0.67,0.1
YDL061C,S000002219,RPS29B,171,protein biosynthesis,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya),0,878,0.5277814,0.11832116,turquoise,280,0.4469655,0.110087046,grey,112,0.2944476,0.168597169,grey,92,0.2545486,0.19971333,44,0.12136929,0.16490486,blue,4,0.3189655,0,red,1.49E+02,-0.86,0.07,-0.2,-0.13,0.03,-0.16,-0.12,-0.33,-0.16,0.41,-0.24,0.45,-0.15,NA,0.32,0.36,0.12,0.07,-0.13,-0.13,0.35,0.26,0.33,-0.47,0.19,-0.09,-0.25,NA,-2.75,-0.19,-1.22,-0.14,0.4,0.04,-0.04,0.4,0.55,0.28,-0.06,0.32,0.24,0.06,-0.52,-0.32
YDL062W,NA,NA,NA,NA,NA,NA,0,1436,0.5490115,0.09964672,turquoise,632,0.4808224,0.111371341,turquoise,112,0.3053448,0.14028314,turquoise,68,0.2539984,0.13213345,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,0.28,0.38,-0.61,-0.22,0.33,-0.12,0.29,0.12,0.15,0.39,-0.22,0.07,-0.11,-0.22,-0.12,-0.09,0.19,-0.03,0.54,0.17,0.29,0.12,0.17,0.53,0.7,0.33,-1.18,-0.26,0.47,-0.52,-0.18,0.08,0.32,0.87,0.66,0.19,-0.14,-0.63,0.39,0.21,-0.52,-0.6,-0.12
YDL063C,S000002221,NA,1863,NA,NA,cytoplasm,0,1706,0.5592225,0.12458633,turquoise,994,0.4873857,0.130711763,turquoise,394,0.3247266,0.121891993,turquoise,268,0.2827175,0.10475711,6,0.1752809,0,grey,NA,NA,NA,NA,1.30E+02,-0.86,0.01,0.51,-0.82,-0.44,0.25,-0.18,0.49,0.36,0.41,0.08,0.11,-0.04,0.28,-0.12,-0.02,-0.05,0.03,-0.37,0.52,-0.25,0.09,0.16,0.16,0.27,0.66,0.45,-0.6,-0.26,0.06,-1.15,0.16,-0.01,0.64,0.98,0.68,0.34,-0.15,-0.19,0.53,0.21,-0.77,-0.99,-0.29
YDL066W,S000002224,IDP1,1287,glutamate biosynthesis,isocitrate dehydrogenase (NADP+) activity,mitochondrion,0,1142,0.5376445,0.08935689,brown,384,0.4652164,0.087793734,turquoise,34,0.287164,0.046345811,grey,4,0.220009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,0.45,-0.14,0.11,0.28,0.26,0.23,0.37,0.17,0.02,0.19,-0.05,0.07,-0.2,-0.14,-0.26,-0.19,-0.13,-0.58,-0.13,-0.03,-0.33,-0.4,-0.32,-0.08,-0.18,-0.17,0.67,0.26,0.06,-0.66,-0.34,0.19,0.07,0.11,-0.01,-0.07,0.17,0.09,0.26,0.03,-0.01,0.05,0.1
YDL067C,S000002225,COX9,180,aerobic respiration,cytochrome-c oxidase activity,respiratory chain complex IV (sensu Eukarya),0,976,0.5319941,0.08555275,red,370,0.460343,0.069611074,black,38,0.2881235,0.06685633,grey,28,0.2332301,0.03703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.23,0.36,0.18,0.2,-0.04,0.21,-0.28,0.4,-0.23,0.14,-0.06,0.04,-0.17,0.22,0.04,-0.25,0.1,-0.26,-1.23,-0.25,0.02,-0.31,-0.57,-0.04,0.19,-0.31,-0.15,1.18,0.21,-0.33,0.34,0.11,0.11,-0.32,-0.08,-0.21,-0.16,-0.01,NA,0.22,-0.03,0.15,-0.01,-0.1
YDL072C,S000002230,YET3,612,NA,NA,endoplasmic reticulum,0,2022,0.572103,0.1010757,turquoise,1158,0.5136802,0.089704032,pink,252,0.3377471,0.071649908,grey,128,0.2859367,0.06643701,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.23,0.2,0.44,0.54,0.14,0.28,-0.12,0.39,-0.3,-0.08,-0.1,-0.24,-0.3,-0.03,0.06,-0.26,-0.1,-0.28,0.07,-0.96,-0.84,-0.27,0.08,-0.25,-0.08,-0.01,-0.28,0.62,0.38,NA,0.88,0.04,0.04,-0.53,-0.64,-0.57,-0.53,0.08,0.19,-0.06,0.04,0.26,0.42,0.38
YDL074C,S000002232,BRE1,2103,chromatin silencing at telomere,ubiquitin-protein ligase activity,nucleus,0,720,0.5225402,0.08126256,pink,180,0.4273349,0.069832402,pink,2,0.2005204,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,0.19,-0.36,-0.36,-0.28,-0.18,0.41,0.16,0.02,-0.01,0.32,-0.3,0.04,0.1,-0.26,0.4,0.51,0.25,-0.63,-0.22,-0.36,0.18,0.37,0.09,-0.07,0.25,0.03,-0.22,-0.08,0.07,0.44,-0.16,0.06,0.22,0.23,0.27,0.46,-0.09,-0.26,-0.05,-0.02,-0.34,-0.37,-0.39
YDL075W,S000002233,RPL31A,763,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),0,620,0.5168002,0.12890198,turquoise,184,0.4289852,0.105488239,grey,58,0.270561,0.182093164,grey,50,0.22682,0.1722449,4,0.1194487,0.16666667,black,NA,NA,NA,NA,0.00E+00,-0.79,0,-0.1,-0.17,0,-0.4,-0.11,-0.45,-0.03,0.47,-0.11,0.43,-0.1,0.05,0.2,0.47,0.06,0.15,-0.2,0.19,0.19,0.22,0.41,-0.6,-0.12,-0.09,-0.49,-1.75,0.61,-0.45,-0.79,-0.09,0.33,0.36,0,0.47,0.39,0.22,-0.15,0.08,0.1,-0.23,-0.37,-0.31
YDL078C,S000002236,MDH3,1032,fatty acid beta-oxidation,malic enzyme activity,peroxisomal matrix,0,770,0.5243902,0.10434533,brown,190,0.4285714,0.111890838,pink,8,0.2661474,0.107142857,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,0.08,-0.17,0.1,0.31,-0.25,-0.04,-0.52,-0.23,-0.07,0.04,0.24,0.01,0.07,-0.04,0.2,0.18,0.07,-0.3,0.33,0.18,-0.27,-0.62,-0.52,-0.07,-0.18,-0.15,-0.13,0.26,0.2,0.27,0.38,-0.49,-0.35,-0.68,-0.48,-0.36,0.27,0.2,-0.06,-0.15,0.22,0.62,0.61
YDL079C,S000002237,MRK1,1798,protein amino acid phosphorylation,glycogen synthase kinase 3 activity,NA,0,852,0.5259766,0.13989341,turquoise,274,0.4312985,0.142616508,turquoise,6,0.2501554,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.76,-0.01,0.18,0.22,-0.2,-0.04,-0.55,0.18,0.08,-0.17,0.39,0.01,-0.12,-0.02,0.36,-0.2,0.11,0.64,-0.3,-0.26,-0.47,0.08,-0.19,0.09,0,0.08,0,0.19,-0.15,0.58,0.33,0.01,-0.29,-0.38,-0.17,0.17,-0.05,0.01,-0.15,0.07,0.13,-0.17,-0.1
YDL081C,S000002239,RPP1A,321,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),0,448,0.509297,0.11903763,turquoise,186,0.4273349,0.149898285,grey,100,0.281386,0.196767677,grey,90,0.2492788,0.20848939,20,0.12055641,0.14736842,blue,2,0.2434211,0,grey,1.04E+02,-0.76,0.18,-0.08,-0.28,0.11,-0.24,0.03,-0.46,0.27,0.34,-0.34,0.39,-0.17,0.11,0.17,0.46,-0.11,0.03,-0.01,-0.26,0.13,0.12,0.51,-0.37,0.09,-0.03,-0.34,NA,-2.65,-0.4,-0.3,-0.43,0.22,0.1,-0.02,0.28,0.5,0.35,0.01,0.18,0.15,-0.25,-0.47,-0.31
YDL082W,S000002240,RPL13A,965,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),0,1226,0.5412099,0.11223491,turquoise,608,0.4731984,0.114199471,turquoise,194,0.3113824,0.123177181,brown,114,0.2625324,0.1207887,6,0.14045618,0.06666667,grey,NA,NA,NA,NA,2.33E+02,-0.94,0.41,-0.28,-0.22,-0.08,-0.77,-0.04,-0.49,-0.08,0.22,0.27,0.4,-0.03,0.18,0.19,0.36,0.34,0.22,-0.34,-0.36,0.21,-0.05,0.26,-0.54,-0.11,-0.21,-0.55,1.03,0.29,-0.53,-0.91,-0.22,-0.2,0.21,0.27,0.36,0.32,0.59,0.07,0.07,-0.04,-0.24,-0.24,-0.03
YDL083C,S000002241,RPS16B,864,protein biosynthesis,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya),0,914,0.5295286,0.08291851,turquoise,322,0.4503378,0.072134827,grey,64,0.2757728,0.182043651,grey,46,0.2240354,0.20193237,2,0.09902666,0,grey,NA,NA,NA,NA,0.00E+00,-0.58,0.06,1.38,0.17,NA,NA,-0.16,-0.26,NA,0.11,-0.05,NA,-0.2,-0.2,NA,0.03,NA,-0.43,-0.14,-0.06,0.26,0.21,0.51,-0.33,0.1,0.04,-0.33,NA,-2.74,-0.29,0.13,-0.05,0.34,1.36,0.43,0.87,0.68,0.25,-0.69,-0.66,-0.42,-1.31,-0.61,-0.33
YDL084W,S000002242,SUB2,1341,mRNA-nucleus export,protein binding,nucleus,1,1136,0.5380786,0.08430074,grey,404,0.4709138,0.067538019,grey,38,0.2958667,0.06401138,grey,16,0.2216522,0.14166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,0.5,-0.42,-0.37,0,-0.37,0.02,-0.35,-0.01,0.07,0.34,0.43,-0.01,-0.1,0.15,0.48,0.13,0.38,-0.69,-0.32,-0.22,-0.1,0.18,-0.28,0.15,0,-0.28,0.39,0.11,NA,-0.35,-0.12,-0.3,0.03,-0.36,0.2,0.11,0.3,0.12,0.23,0.07,0.09,0.09,-0.11
